Stars,clean_text_train
3,best quality space le best quality space le
3,bag pretty good especially padding waterproofing good build quality not think even need rain cover zip get stuck sometimes wish little spacious another seperate compartment laptop book barely space left thing water bottle holder small not expand much foam padding back side might added comfort overall good college use carry notebook laptop accessory not meant travelling worth price little congested
3,overall quality aspect great small size tried return product option available return small
3,liked ba lot friend mine recommended bag not feel worth zipper quality bad powerbank port not functional not working space le expected hardly book bag stiff actually discomfortable back considering good better best good entirely different experience
3,ordered product college use day found usb port not working also not replace product shifting college state came college found roommate also backpack not working usb port usb port not working
3,bit le spacious gaming laptop piece garment take space though charger cable document stuff kept tightly arranged bit le spacious expected
3,mask missing quality rain cover not good missing
3,actually quality good usable brand logo shifted please improve immediately rain cover present not given first aid kit brand logo shifted
3,slightly good product review
3,nice look got different colour mask nice
3,bag quality good capacity low due design not convenient keep take item often good quality bag small capacity
3,good product quality improved not sure waterproof not good look good bag
3,much wide picture not enough get clear idea water resistant water fall top not fall water pool road pothole water enter case security feature good mentioned cut easily thief good cutting equipment value money getting price fluctuate amazon avoid buying not worth much wide
3,bought bag seeing give full rain cover others not give bag not much storage volume not even carry small cylindrical lunch box along laptop better volume bag carry thing laptop not enough space carrying daily essential work
3,got bag month ago look good chargable concept funny transfer powerbank charge phone bothered week since applied warranty not received reply asked submitted detail bill invain tried connecting help wonder warranty showcasing warranty showcasing least bothered customer satisfaction retention
3,bag good not water proof arctic fox
3,put laptop doc file cover around space put pair cloth would difficult not separate compartment space limited thick sponzy material used make bag
3,material quality good sufficient space low space
3,quality enpressive medi kit not provided backpack medi kit not provided
3,bag look nice stylish fails somehow bag something design shoulder hurt bit space inside not great either carry lot stuff pouch bottle small almost bottle lol stylish uncomfortable
3,got normal rain cover drawstring bag not provided drawback bag quality superb drawstring bag not provided
3,not sturdy think using type product
3,quality good water resistance include rain cover cover issue not big shown picture definitely not lit maybe stretching not bad money
3,first aid kit provided promised first aid kit
3,not best stitching material stitching
3,not like model structure bag okish
3,quality not satisfied quality not satisfied
3,charger cable not fitting usb port port not working
3,good quality bag good quality bag
3,not length expected nice
3,slow charging problem
3,great product fabulous product
3,good good
3,bag good quality later trying charge came know outside port not support iphones tried raise warranty claim seems already knew outside port not work io device
3,think marble type design white colour grey also look good white looking soo aesthetic bag colour
3,good quality durable bag usb port not working first aid kit missing got face mask instead first aid kit would given star product rate star damage usb port good quality bag usb port not working firstaid also missing
3,great product fabulous product
3,good good
3,bag good quality later trying charge came know outside port not support iphones tried raise warranty claim seems already knew outside port not work io device
3,think marble type design white colour grey also look good white looking soo aesthetic bag colour
3,good quality durable bag usb port not working first aid kit missing got face mask instead first aid kit would given star product rate star damage usb port good quality bag usb port not working firstaid also missing
3,great product fabulous product
3,good good
3,bag good quality later trying charge came know outside port not support iphones tried raise warranty claim seems already knew outside port not work io device
3,think marble type design white colour grey also look good white looking soo aesthetic bag colour
3,good quality durable bag usb port not working first aid kit missing got face mask instead first aid kit would given star product rate star damage usb port good quality bag usb port not working firstaid also missing
3,great product fabulous product
3,good good
3,bag good quality later trying charge came know outside port not support iphones tried raise warranty claim seems already knew outside port not work io device
3,think marble type design white colour grey also look good white looking soo aesthetic bag colour
3,good quality durable bag usb port not working first aid kit missing got face mask instead first aid kit would given star product rate star damage usb port good quality bag usb port not working firstaid also missing
3,great product fabulous product
3,good good
3,bag good quality later trying charge came know outside port not support iphones tried raise warranty claim seems already knew outside port not work io device
3,think marble type design white colour grey also look good white looking soo aesthetic bag colour
3,good quality durable bag usb port not working first aid kit missing got face mask instead first aid kit would given star product rate star damage usb port good quality bag usb port not working firstaid also missing
2,bag good not see youtube video video show give medikit real mask not even seems high quality rain cover see rope wear bag raincover however bag not hard carry handle seems not much strong look great great branding not change show youtube seems like cost cutting expecting much better however not returning seems fine cost not fully happy not soon video
2,play video not even stitching near shoulder strap came warranty service waste ask ship product thier office bengaluru repair poor stitching quality
2,not shown image stitching side top leather not loose part may got wrinke soon marked pic attached want replacement product quality pretty awesome stitching quality issue
2,one side stitching not proper stitching not proper one side
2,not receive medical kit instead got mask not buy bag college except laptop made laptop notebook fit inside space left put book lunchbox le space
2,le space difficult open zip le compartment not worth
2,not know guy product received bad look good quality must good padding gave not feeling much good either quality
2,usb port not working usb not working
2,port supposed plug usb cable stitched well thus unable plug usb cable making useless apart minor problem zipper chain side also not working properly rest everything seems fine reason not giving star product material seems good faulty charging port
2,bag stretchable material side main compartment could completely handy bag situation bag stretchable material main compartment
2,play video product good received zip locker not working properly month usage never expected bag disappointed zip not locking month usage
2,small le compartment small
2,cheap quality quality bag
2,mobile charging not work feature not work
2,raincoat fastaid kit missing time replaced last return product raincoat fastaid kit missing time
2,bag come raincover without string shown string bag returning raincover not drawstring
2,not fit notebook laptop low space not enough space
2,not much durable zipper poor quality
2,product good packing like road chap not buy
2,received bag loose stitching product bag damaged shoulder back strap uneven seems like received used product bad experience guy really want deal known brand not value money product not value money
2,price not value would better company reduces bracket high pricing
2,not happy size small look wise premium size smaller
2,price not value would better company reduces bracket high pricing
2,not happy size small look wise premium size smaller
2,price not value would better company reduces bracket high pricing
2,not happy size small look wise premium size smaller
2,price not value would better company reduces bracket high pricing
2,not happy size small look wise premium size smaller
2,price not value would better company reduces bracket high pricing
2,not happy size small look wise premium size smaller
2,price not value would better company reduces bracket high pricing
2,not happy size small look wise premium size smaller
2,price not value would better company reduces bracket high pricing
2,not happy size small look wise premium size smaller
2,price not value would better company reduces bracket high pricing
2,not happy size small look wise premium size smaller
1,quality good charging port not working charging port not working
1,little space bag use small size
1,material quality good every thing bad like usb cable used bag bad super fast power bank connected bag usb charging speed slow waste usb port bag component material quality good
1,produce not box item missing bad
1,anti theft cord missing anti theft
1,thoroughly check fault sign use case found two ticket bag ticket dated week placed order never buying another product artic fox seller also seller stamp sign register product warranty caution seller send used product
1,stitch improper rain cover not saw video please provide rain cover rop also medikit missing ita not important medikit spending maintain thing sustain reputation take care quality product poor quality stitch
1,received laptop backpack unfortunately laptop strip torn damage quite disappointing affect functionality overall usability product hope issue resolved promptly ensure better customer experience damage product received
1,good product hard use not traveling miss pocket office home office le pocket hard use
1,rain cover mask not provided improper accessory
1,waste return not response product lost trust amazon worst
1,not receive rain medkit shown description missing item bag
1,usb charging point not working requested return customer service not responding customer service not responding
1,play video rain cover missing rain cover not available backpack please provide rain cover rain cover missing rain cover not available backpack please provide rain cover
1,cheap quality
1,nice stitch zip loosing fast leather material stretchable not get first aid kit bag
1,charging port not work could returned checked return period laptop inch hardly fit overall good bag travel lot material carry inside le water bottle hardly fit needed buy small one usb charging port not functional
1,see pic bag sewed haste stitching not straight line quality material used really impressive stitching sewing not powerbank pocket congested data cable definitely get damaged plugged good quality bag poor design stitching
1,white colour rain cover bag white colour rain cover bag
1,got scratch easily heavy
1,loose stitch not good
1,replaced twice also issue not solved charging port not working charging dock not working
1,play video bad construction bad design patch front
1,never expected poor zipper used twice zipper went toss poor zipper quality
1,bag not adequate space book laptop carried little space
1,issue bag not know replace got defeated piece
1,small not worth small one
1,bad worst money
1,bag good not received rain cover bag mentioned pathetic service not expecting amazon incomplete product
1,loose stitch not good
1,replaced twice also issue not solved charging port not working charging dock not working
1,play video bad construction bad design patch front
1,never expected poor zipper used twice zipper went toss poor zipper quality
1,bag not adequate space book laptop carried little space
1,issue bag not know replace got defeated piece
1,small not worth small one
1,bad worst money
1,bag good not received rain cover bag mentioned pathetic service not expecting amazon incomplete product
1,loose stitch not good
1,replaced twice also issue not solved charging port not working charging dock not working
1,play video bad construction bad design patch front
1,never expected poor zipper used twice zipper went toss poor zipper quality
1,bag not adequate space book laptop carried little space
1,issue bag not know replace got defeated piece
1,small not worth small one
1,bad worst money
1,bag good not received rain cover bag mentioned pathetic service not expecting amazon incomplete product
1,loose stitch not good
1,replaced twice also issue not solved charging port not working charging dock not working
1,play video bad construction bad design patch front
1,never expected poor zipper used twice zipper went toss poor zipper quality
1,bag not adequate space book laptop carried little space
1,issue bag not know replace got defeated piece
1,small not worth small one
1,bad worst money
1,bag good not received rain cover bag mentioned pathetic service not expecting amazon incomplete product
1,loose stitch not good
1,replaced twice also issue not solved charging port not working charging dock not working
1,play video bad construction bad design patch front
1,never expected poor zipper used twice zipper went toss poor zipper quality
1,bag not adequate space book laptop carried little space
1,issue bag not know replace got defeated piece
1,small not worth small one
1,bad worst money
1,bag good not received rain cover bag mentioned pathetic service not expecting amazon incomplete product
1,loose stitch not good
1,replaced twice also issue not solved charging port not working charging dock not working
1,play video bad construction bad design patch front
1,never expected poor zipper used twice zipper went toss poor zipper quality
1,bag not adequate space book laptop carried little space
1,issue bag not know replace got defeated piece
1,small not worth small one
1,bad worst money
1,bag good not received rain cover bag mentioned pathetic service not expecting amazon incomplete product
1,loose stitch not good
1,replaced twice also issue not solved charging port not working charging dock not working
1,play video bad construction bad design patch front
1,never expected poor zipper used twice zipper went toss poor zipper quality
1,bag not adequate space book laptop carried little space
1,issue bag not know replace got defeated piece
1,small not worth small one
1,bad worst money
1,bag good not received rain cover bag mentioned pathetic service not expecting amazon incomplete product
1,loose stitch not good
1,replaced twice also issue not solved charging port not working charging dock not working
1,play video bad construction bad design patch front
1,never expected poor zipper used twice zipper went toss poor zipper quality
1,bag not adequate space book laptop carried little space
1,issue bag not know replace got defeated piece
1,small not worth small one
1,bad worst money
1,bag good not received rain cover bag mentioned pathetic service not expecting amazon incomplete product
4,good travel work quite well wish shoud provide hook instead clip upside hold quite difficult single person lift bag see reading not also feature lock display weight done would helpful someone need see reading holding bag work use hang something work well wish provide hook instead clip upside
4,must essential item travel kit compact size handy value money product plastic quality average display good font visible value money
4,value money almost accurate weighed easy carry display not bad average quality plastic material used seems like nice travel need nice portable weigh balance
4,battery exostes fast good
4,weight not suitable max need gorilla grip hold good
4,product good per price quality fine not perfect accuracy work fine not accurate gram carrying handle small hurt use heavy weight otherwise product good price good product carrying handle hurt
4,good essential
4,value money guaranteed scale accurate
4,durability good
4,good one weight measurement correct body strong nice one value money genuine review
4,time battery terminal get corroded good product
4,good good
4,week product came manual battery working good china made keep updated challenge future good product
4,weight machine compact fit pocket however come problem first one handle not proper need hold metal handle finger fit lift weight hard whole weight handled finger not hold properly handle leave mark finger stop blood flow finger temporarily hurt badly order use need set flat heavy rod hang item given hook not always possible not always kind setup everywhere hence product would useful plan use home also proper setup plan using not setup get ready get soar finger useful handling issue
4,good quality product good price good quality product good price
4,nice useful product good
4,value battery not working use battery value battery not working
3,work well value money must travel one problem major one reviewer also mentioned really small handle hold lifting need people pickup check weight luggage really heavy hard pick small handle work well measuring bit problematic
3,time work time not work unload press button make work time work not
4,yes product good nice product handy product
4,easy carry accurate sturdy grip lil uncomfortable accuracy great
4,performance good budget weighing machine
4,play video weighing scale came decent sturdy package quality material also good assume product working expected displaying accurate reading backlit lcd display make visible attractive accurate convenient weighing scale
5,recently purchased new weighing machine quite satisfied performance weighing machine offer several notable feature make stand first foremost accuracy impressive consistently provides precise weight measurement crucial anyone tracking fitness progress monitoring health large clear digital display ensures reading easy read machine sturdy feel robust durable capable withstanding regular use platform spacious accommodating user various size comfortably additionally automatic feature help conserve battery life convenient quick measurement one feature appreciate ability switch different unit measurement pound kilogram make versatile various user overall weighing machine reliable addition home provides accurate reading offer feature market dependable accurate weighing machine would certainly recommend considering one review last product purchased amazon
4,good product con hold two finger weighing large suit case painful
3,fair fair
4,worth buying product good one
5,aspect product much better thought perfect product every one correct accuracy reading price worth super product
4,good accurate accuracy
4,teavellin purchased machine keep eye bag weight come pretty handy almost weight airline machine showing worth money
4,fairly accurate product purchased weigh airline baggage serf purpose however lock weight bag need reset weighing accurate lock weight weighingg
4,work not fully expected good price range weighed one sugar hang scale got not explaining working average
4,handy product useful handy useful
5,bought household use measuring purchase household like vegetable bucket parcel bough bag worthy price
4,show almost accurate weight good
4,useful household purpose
5,accuracy good compare weight luggage proper weighing machine people complaining grip fair understand feeling personally not issue checked weight gas cylinder delivery around pretty easy think upto not much problem build quality seems good button clicky good tactile feedback weight device gram also good want portability put good quality pair cell cell come low quality charge may get low anytime traveling rupee really good
4,accurate display weight handy resetting pain accurate handy
3,approximately weight item measure
5,liked product easy use quite worth price decent product
4,good product weight exact mentioned difference gm drawback lift heavy luggage hurt hand use cloth also need one person view weight not lift view time price definite buy good buy
5,good product work great damage good product
4,useful check weight flight work accurately
5,good product value money good
4,weigh luggage bag device simple handle nice device
4,plz not buy work comfort rarely user value money travel purpose
5,nice nice
5,product needy frequent flight hopper travel quite often find quite sturdy lift check weight heavy baggage think last long save money frequently buying product efficient product
5,good thankyou
4,accurate measurement good design reasonable price good product weighing machine
5,must traveller value money must traveller
4,good product easy use portable portable
3,product good delivered day good
5,value money durable
5,sturdy tested kg accuracy good size handy keep bag pocket good
5,handy useful item good product
5,accurate measurement useful product perfect product small usage
3,okay okay
3,
5,good portable product minimal weight difference compared airport weight checker slight difference actual weight
5,good product good
5,good good
5,good product value money
4,fine review
4,good good
5,portable lcd electronic balance digital scale light making convenient carry use store easily pocket tackle box capacity accuracy lcd screen display weight convenient weighing unit switch data lock load indication auto power second without use stainless steel hook concealed back slot durable use blue lcd back light easy read value day night great
5,value money good
4,not sure accuracy need resetting every usage otherwise previous reading remain good thing battery included purpose travel suitcase measurement work received life yet know domestic purpose
3,try weigh difficult hold grip small difficult hold luggage
4,value money good product
5,value money good quality
5,excellent precise excellent precise
5,value money quality
5,making air travel useful weigh check luggage simple weigh travel luggage accurate measurement
4,worth money good product good
5,compact crisp easy use build quality feel good switch looked low quality product image not overall product worth spend worth spend
5,best value money product size convenient handy display also good amazing product loved small useful
5,good product useful
5,small size durable scale handy quality product good product
5,godo quality well satisfied good quality
5,little bit heavy tough show accurate weight indeed product
5,awesome awesome
4,good product good product
4,nice handle good
4,nice product good product
4,satisfied product
4,nothing much write product portable weighing machine
4,like work fine simple useful
4,work fine not say much would last job
4,used product day work good show variation average get different measurement item going measuring luggage heavy duty thing nice choice expect slight variation
4,scale super accurate quality not good recommended minimal use accurate
5,good perfect product good perfect product
5,accurate good product
4,product good hope remain strong give measurement accurate handle could good big heavy use look promising
4,okay okay
4,nice product sometimes not auto reset switch nice product
4,tested packed item reading accurate nice product nice product
5,liked product traveller best keep one useful product
4,decent product quality okay astonishingly measure weight accurately decent product
4,useful weighing small item useful item
5,recently purchased new weighing machine quite satisfied performance weighing machine offer several notable feature make stand first foremost accuracy impressive consistently provides precise weight measurement crucial anyone tracking fitness progress monitoring health large clear digital display ensures reading easy read machine sturdy feel robust durable capable withstanding regular use platform spacious accommodating user various size comfortably additionally automatic feature help conserve battery life convenient quick measurement one feature appreciate ability switch different unit measurement pound kilogram make versatile various user overall weighing machine reliable addition home provides accurate reading offer feature market dependable accurate weighing machine would certainly recommend considering one review last product purchased amazon
5,aspect product much better thought perfect product every one correct accuracy reading price worth super product
5,bought household use measuring purchase household like vegetable bucket parcel bough bag worthy price
5,accuracy good compare weight luggage proper weighing machine people complaining grip fair understand feeling personally not issue checked weight gas cylinder delivery around pretty easy think upto not much problem build quality seems good button clicky good tactile feedback weight device gram also good want portability put good quality pair cell cell come low quality charge may get low anytime traveling rupee really good
5,liked product easy use quite worth price decent product
5,good product work great damage good product
5,good product value money good
5,nice nice
5,product needy frequent flight hopper travel quite often find quite sturdy lift check weight heavy baggage think last long save money frequently buying product efficient product
5,good thankyou
5,must traveller value money must traveller
5,value money durable
5,sturdy tested kg accuracy good size handy keep bag pocket good
5,handy useful item good product
5,accurate measurement useful product perfect product small usage
5,good portable product minimal weight difference compared airport weight checker slight difference actual weight
5,good product good
5,good good
5,good product value money
5,portable lcd electronic balance digital scale light making convenient carry use store easily pocket tackle box capacity accuracy lcd screen display weight convenient weighing unit switch data lock load indication auto power second without use stainless steel hook concealed back slot durable use blue lcd back light easy read value day night great
5,value money good
5,value money good quality
5,excellent precise excellent precise
5,value money quality
5,making air travel useful weigh check luggage simple weigh travel luggage accurate measurement
5,compact crisp easy use build quality feel good switch looked low quality product image not overall product worth spend worth spend
5,best value money product size convenient handy display also good amazing product loved small useful
5,good product useful
5,small size durable scale handy quality product good product
5,godo quality well satisfied good quality
5,little bit heavy tough show accurate weight indeed product
5,awesome awesome
5,good perfect product good perfect product
5,accurate good product
5,liked product traveller best keep one useful product
5,value money helpful helpful
5,nice nice heavy duty
5,perfectly working good one
5,impressed accuracy easy handle lightweight carry around big value small price pay
5,value money nice product
5,easy use useful useful
5,stamping seal important necessary nice useful product
5,great handy product helped international travel accurate
5,absolutely easy use accurate value money
5,best measure luggage home best measure luggage home
5,worth price easy use good product
5,nice product good item
5,good good
5,good know exact weight luggage travelling air avoid unnecessary charge extra weight product cheap useful scenario got exact weight airport got machine travelling without luggage weight anxiety
5,amazing excellent
5,good working condition not bad work
5,easy use good product
5,convenient use exactly described
5,indeed portable effective product
5,thank worth buying
5,convenient handy weighing machine
5,good quality working good
5,good product easily accessible weight bag product le bought weighing bag useful
5,wonderful product low price not expect much quality price suggest searching weight machine buy product without query regarding product product quality
5,sturdy accurate option change unit must foreign traveller avoid unnecessary heckel airport overweight get going abroad
5,useful product product appears rugged someone need watch reading front side weight heavy liked
5,convenient use come battery set also ready good product
5,great product good quality nice product
5,good accuracy value money good quality
5,accurate handy use accurate
5,easy use inbuilt led light give perfect vision night also built quality also good per price best handy product
5,good product home good product home
5,handy sleek reliable user friendly device must frequent flier quality product reasonable price
5,super superb
5,useful useful
5,good product good
5,play video number one mast
5,good traveller good quality
5,weight showing correctly good
5,good product weight also correct worth purchase
5,useful product frequent traveller specifically arranging bag check counter good frequent travel
5,handy product domestic usage value money handy product deed
5,liked product performance per expectation nice product
5,value money accurate easy carry compact sturdy
5,useful compact use weigh kg price good give accurate result compact
5,play video good product every day use not measure purfect weight minor error good product minor error
5,good quality smooth fit finish value money
5,good working working
5,bought recently weighing luggage overseas travel easy use comfortable highly recommend easy use
5,accuracy precision product good price good quality
5,good product expected good precision
5,lot research found one cheap best product measuring exact weight help weigh travel luggage
5,useful good quality everyone buy everyone
5,right tool weighing luggage trolley travel bag digital display help plan travel luggage correctly handy weighing luggage
5,show accurate weight best weighing scale easy carry
5,purchased one day travel day needed make sure luggage not overweight delivered day within hour weight shown device exactly got airline counter nice product reasonable price fast delivery accurate reading
5,worth money great product
5,loved product must product every household not consume much battery read kg enough term household item thing like luggage bag airport cylinder refilling new lpg cylinder gas weight unlimited us easy use almost accurate reading
5,working product useful product
5,nice product good
5,puzzle bar product not good replaced got good one
5,bought product still using battery come product whenever weight something insert battery weight reliable product accuracy top notch product without hesitation great price well imagine much satisfied product not stop reviewing product almost year reliable accurate product work breeze even year
5,good working accurate weight showing per airport weighing machine good
5,lot work buy important home gas delivery people home gas delivery need
5,purchased international travel always weight issue time done luggage weight product provided accurate measure help save time money awesome product
4,good travel work quite well wish shoud provide hook instead clip upside hold quite difficult single person lift bag see reading not also feature lock display weight done would helpful someone need see reading holding bag work use hang something work well wish provide hook instead clip upside
4,must essential item travel kit compact size handy value money product plastic quality average display good font visible value money
4,value money almost accurate weighed easy carry display not bad average quality plastic material used seems like nice travel need nice portable weigh balance
4,battery exostes fast good
4,weight not suitable max need gorilla grip hold good
4,product good per price quality fine not perfect accuracy work fine not accurate gram carrying handle small hurt use heavy weight otherwise product good price good product carrying handle hurt
4,good essential
4,value money guaranteed scale accurate
4,durability good
4,good one weight measurement correct body strong nice one value money genuine review
4,time battery terminal get corroded good product
4,good good
4,week product came manual battery working good china made keep updated challenge future good product
4,weight machine compact fit pocket however come problem first one handle not proper need hold metal handle finger fit lift weight hard whole weight handled finger not hold properly handle leave mark finger stop blood flow finger temporarily hurt badly order use need set flat heavy rod hang item given hook not always possible not always kind setup everywhere hence product would useful plan use home also proper setup plan using not setup get ready get soar finger useful handling issue
4,good quality product good price good quality product good price
4,nice useful product good
4,value battery not working use battery value battery not working
4,yes product good nice product handy product
4,easy carry accurate sturdy grip lil uncomfortable accuracy great
4,performance good budget weighing machine
4,play video weighing scale came decent sturdy package quality material also good assume product working expected displaying accurate reading backlit lcd display make visible attractive accurate convenient weighing scale
4,good product con hold two finger weighing large suit case painful
4,worth buying product good one
4,good accurate accuracy
4,teavellin purchased machine keep eye bag weight come pretty handy almost weight airline machine showing worth money
4,fairly accurate product purchased weigh airline baggage serf purpose however lock weight bag need reset weighing accurate lock weight weighingg
4,work not fully expected good price range weighed one sugar hang scale got not explaining working average
4,handy product useful handy useful
4,show almost accurate weight good
4,useful household purpose
4,accurate display weight handy resetting pain accurate handy
4,good product weight exact mentioned difference gm drawback lift heavy luggage hurt hand use cloth also need one person view weight not lift view time price definite buy good buy
4,useful check weight flight work accurately
4,weigh luggage bag device simple handle nice device
4,plz not buy work comfort rarely user value money travel purpose
4,accurate measurement good design reasonable price good product weighing machine
4,good product easy use portable portable
4,fine review
4,good good
4,not sure accuracy need resetting every usage otherwise previous reading remain good thing battery included purpose travel suitcase measurement work received life yet know domestic purpose
4,value money good product
4,worth money good product good
4,good product good product
4,nice handle good
4,nice product good product
4,satisfied product
4,nothing much write product portable weighing machine
4,like work fine simple useful
4,work fine not say much would last job
4,used product day work good show variation average get different measurement item going measuring luggage heavy duty thing nice choice expect slight variation
4,scale super accurate quality not good recommended minimal use accurate
4,product good hope remain strong give measurement accurate handle could good big heavy use look promising
4,okay okay
4,nice product sometimes not auto reset switch nice product
4,tested packed item reading accurate nice product nice product
4,decent product quality okay astonishingly measure weight accurately decent product
4,useful weighing small item useful item
4,excellent product excellent
4,work intended recommended
4,showing accurate weight gm per good product
4,nice product show exact measure play around everytime get right weight measurement scale screen time stucks measurement done reset turn measure measurement good precise technically hungs lot nice product
4,good use helpful
4,accurate weight good product
4,weighing suitcase good good product
4,good quality worth money good buy
4,good good
4,fix required working good good
4,good good
4,good build quality accurate
4,good product weighing household baggage moving specially via airline value money
4,try small weight try small weight
4,play video good good
4,chinese battery product good not showing exact weight little bit difference weight good one one
4,electronic weighing machine provides precise measurement consistent accuracy interface clear digital display make effortless use sleek design compact size make addition kitchen bathroom reliable indispensable tool monitoring weight accurate electronic weighing machine
4,make average weight not accurate measurement okk okk product make average product weight
4,good quality
4,checking weighing machine useful travel luggage weightage airport searched lot brand even tried purchase branded one last decided glun brand based review delivery quick delivered hour purchased weighted household item oil packet honey bottle count matching product weight gm difference make margin accuracy even branded machine also margin pro easy use light weight easy carry bag useful frequent traveler need panic airport luggage limit hiccup easy measure home different unit option battery provided glun brand printed device digital display background green color con slight accuracy difference gm difference accurate display visible straight angle keep straight eye not viewable back battery closing panel not smooth open final point gohead glun brand weighing machine doubt good weighing home slight accuracy difference useful traveler
4,good quality bag weight easy use battery operated handy bag weight
4,handy helpful weighing hook weighing capacity taken measuring weight airport luggage bag time fill luggage allowed weight digital weighing machine make optimum use allowed weight traveling flight considering price best product rupee machine strong really hold weight till kg thanks must digital weighing hook
4,bought travel air weigh bag machine good slot battery loose spring make difficult put take battery measurement accurate good one traveling
4,accurate measurement dependable device traveling abroad must buy accurate
4,hope last long good
4,good tool weight aquracy
4,play video review use year product valueable product
4,good product show accurate measurement good product delivery service
4,happy gadget good quality impressed product good quality
4,great product great price accuracy great displayed luggage airline check counter weigh machine also display gram le bad side product display screen side would prefer display top easy see weight weighing also initial display weigh item stay little longer wait second weighing luggage great product great price
4,not good product help phul
4,product helpful good
4,accurate product accurate product
4,even not showing exact weight almost nearer actual weight point value difference helped lot kashmir trip
4,time measure weight show different reading request need check packaging measuring weight not accurate
4,serf purpose affordable product
4,not test yet look feel look good till look feel look good
4,product fine battery missing package battery missing
4,accurate may need place hanger whinging heavy product value price
4,got package today product working battery not working please suggest solution even paid whole package battery not working
4,work well accurate measurement hard say not meant accurate value handy gadget
4,useful needful item
4,nice product good machine
3,work well value money must travel one problem major one reviewer also mentioned really small handle hold lifting need people pickup check weight luggage really heavy hard pick small handle work well measuring bit problematic
3,time work time not work unload press button make work time work not
3,fair fair
3,approximately weight item measure
3,product good delivered day good
3,okay okay
3,
3,try weigh difficult hold grip small difficult hold luggage
3,not compatible requirement time not useful way showing incorrect absurd weight
3,product average household purpose
3,travel not time return use worked battery terminal completely rusted like design usability though hence ill still keep terminal rusted
3,figure shaking one use average product not long lasting
3,lag sometimes grip also not good needed weighing small box bag recommend not heavy suitcase measurement
3,nice looking handy durability need checked good product
3,acha nhi hai showing gm extra actual weight thik nhi hai show extra actual weight
3,every time restart power button quite not acceptable average product
3,first parcel got old used model rusted battery spring battery got not working also opened not sealed replacing got new one packaging also good first hiccup given three point product working properly worship customer not fool first sight
3,average quality
3,not work battery defective
3,average according price worth would say accurate accuracy
3,everytime give different measure product accuracy not found waste money not accurate
3,
3,holding space merely finger non practical lift heavy article handling usage
3,weighing scale need switched multiple item weigh good measuring travel luggage weight heading airport
3,convenient not accurate product delta kilo convenient not accurate product
3,damage delivered damage delivered new replaced accurate reading first damage new replaced good
3,serf purpose good
3,okay kind came rusted not work guess change battery not work bought first
3,received damaged battery hurry use could not replaced received damaged battery
3,average product work average product
3,product really good job disadvantage space given hold handel le yojr four finger not fit spoil user experience product good job
3,overall product good received dead battery seller added battery description sending dead need buy new battery additional cost packinging could improved good product not best buy
3,tried using dumbell worked nice used chana dal weigh not detecting weight look good heavy wight kind low weight not detected properly
3,used traveling weighed bag using turned lighter airport weighing scale show weight extra
3,button precise perfect condition like tapping time unit changing afterward overall getting paid button not good
3,battery given device fully dry battery totally waste weight machine working new battery lost faith product battery given device fully dry
3,show weight keep show correct weight not keep holding nearly kg hold long time see weight not able access weight
3,ordered luggage weighing scale old weighing scale stopped working received today tried weigh traveling luggage hard hand grip not cushion hard metal good light luggage anything hard weigh using scale work not easy hand seems send used product
3,display use time agen switch hang wait battery cam useless battery dead came product not want give good condition battery not give product useful easy carry first try home use not useful not want experiment use
3,worth price product good packing battery damaged checked alternate batter till worked electric portable scale
3,build quality poor button wobbly paint chipping backlight second turn read need people measure something one hold weight read backlight go build quality poor
3,day review product delivered safe package bubble wrap opening box came shock battery provided package corroded not work use battery remote quality weighing machine not mark light plastic used build hook big good top handle not get locked closing happens model button okay quality accuracy checked weighing metal showed overall feedback serf purpose unhappy battery provided not price includes battery well not serf purpose
3,put bad battery not work spent extra money battery good
3,battery provided expired old need throw use new battery start weighing clamp quality average functional
3,completion weight not locking end weight result not working properly
3,average product not accurate get idea weight average
3,dislike product due product stop working short due low quality battery leakage battery destroy product product not worthy
3,not think handle weight still flew heavier weight saw meter not know whether weight right wrong accurate meter ability reason correctly wrong not know
3,sometimes showing zero beginning showing value sometimes showing zero beginning showing value
3,handle used lift sharp steel lifting heavy weight quite painful handle sharp steel
3,nice product measurement shuffle sometimes nice product
3,battery came device extremely cheap quality screen face device make impossible look weight screen weighing luggage screen top device would convenient guess get screen location suggestion
3,not accurate good not accurate
3,product good accurate seller sent unusable defective battery think cheating part gave star otherwise product good price good product low price
3,recently purchased accuracy not good fluctuates somewhere actual weight know sent courier machine show go traveling bag shown extra weight helped price almost accurate almost accurate
